,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,previous,y
2754,27,1,2,1,-2,1,1,14,8,123,5,0,0
2755,29,1,1,1,23,1,0,14,8,219,4,0,0
2756,49,0,1,1,512,1,1,14,8,455,3,0,0
2758,50,0,1,1,1917,1,0,14,8,200,2,0,0
2760,44,1,1,1,326,1,0,14,8,35,2,0,0
2761,52,9,1,1,0,1,1,14,8,77,2,0,0
2762,44,2,1,1,0,0,0,14,8,211,2,0,0
2763,27,1,2,1,14,0,0,14,8,72,2,0,0
2764,35,9,1,1,692,1,1,14,8,133,2,0,0
2765,31,1,1,1,369,1,1,14,8,89,2,0,0
2766,31,1,1,0,591,1,0,14,8,287,3,0,0
2768,44,1,1,1,0,1,0,14,8,101,2,0,0
2769,28,1,2,0,348,1,1,14,8,305,3,0,0
2771,54,9,0,1,447,1,0,14,8,146,4,0,0
2772,46,1,1,1,2121,1,0,14,8,160,1,0,0
2774,31,0,1,1,393,1,0,14,8,466,1,0,0
2776,40,1,1,1,-31,1,0,14,8,117,4,0,0
2777,56,6,1,2,871,1,0,14,8,381,1,0,0
2779,53,9,0,0,1443,1,0,14,8,476,1,0,1
2780,31,0,1,1,752,1,0,14,8,178,1,0,0
2781,42,4,1,2,1093,1,0,14,8,260,1,0,0
2782,51,9,1,3,573,1,1,14,8,231,1,0,0
2783,52,4,1,2,258,0,0,14,8,188,1,0,0
2784,48,4,1,0,247,1,1,14,8,145,1,0,0
2785,28,4,2,2,202,1,0,14,8,163,3,0,0
2786,34,9,2,1,302,1,0,14,8,282,1,0,0
2787,50,0,1,1,736,1,0,14,8,74,1,0,0
2788,46,1,1,0,0,1,0,14,8,73,1,0,0
2789,54,1,1,1,532,1,0,14,8,220,1,0,0
2790,43,9,0,1,0,0,0,14,8,333,1,0,0
2793,43,2,1,1,1516,1,0,14,8,318,1,0,0
2794,45,9,1,1,0,1,1,14,8,246,2,0,0
2796,39,9,1,1,-183,1,0,14,8,202,2,0,0
2797,26,8,2,1,91,1,0,14,8,174,2,0,0
2798,40,1,1,1,30,1,0,14,8,168,3,0,0
2800,53,9,0,1,522,1,0,14,8,230,1,0,0
2801,40,9,1,1,770,1,0,14,8,200,1,0,0
2802,54,1,1,1,1288,1,0,14,8,170,1,0,0
2803,46,9,1,1,1029,1,0,14,8,142,1,0,0
2805,50,1,0,1,204,1,1,14,8,421,1,0,0
2806,59,5,0,0,1534,1,0,14,8,278,1,0,0
2807,44,7,2,1,0,1,0,14,8,179,1,0,0
2808,42,4,1,2,877,1,0,14,8,238,1,0,0
2809,52,4,1,1,478,1,0,14,8,110,2,0,0
2810,30,4,2,2,1130,1,0,14,8,138,3,0,0
2811,46,1,2,1,2401,1,0,14,8,218,2,0,0
2812,45,4,1,2,740,1,0,14,8,158,2,0,0
2813,29,0,2,1,993,0,0,14,8,105,1,0,0
2814,53,1,1,0,896,1,0,14,8,106,1,0,0
2815,55,0,1,1,332,1,0,14,8,217,1,0,0
2816,45,4,2,2,1088,0,0,14,8,132,1,0,0
2818,52,1,2,1,1541,1,0,14,8,243,1,0,0
2819,40,4,1,2,413,1,0,14,8,150,1,0,0
2820,42,0,1,1,2656,1,0,14,8,238,1,0,0
2822,42,0,0,1,146,1,0,14,8,148,2,0,0
2823,40,0,1,1,153,1,0,14,8,159,2,0,0
2825,57,4,1,2,0,1,0,14,8,124,1,0,0
2826,45,0,1,1,520,1,0,14,8,452,1,0,0
2828,40,10,1,1,3382,1,0,14,8,125,1,0,0
2829,33,9,2,1,261,1,0,14,8,622,1,0,0
2830,49,2,1,1,1160,1,0,14,8,153,1,0,0
2833,60,5,0,0,1327,1,1,14,8,80,1,0,0
2835,58,5,1,1,-172,1,0,14,8,300,1,0,0
2836,52,7,1,1,2257,1,0,14,8,203,1,0,0
2837,42,0,2,1,277,1,0,14,8,121,1,0,0
2838,42,1,1,1,902,1,0,14,8,71,1,0,0
2839,43,9,1,1,212,1,0,14,8,78,1,0,0
2840,51,0,1,1,513,1,0,14,8,534,1,0,0
2841,53,11,0,2,2272,1,0,14,8,243,1,0,0
2842,53,9,1,1,719,1,0,14,8,230,1,0,0
2843,42,4,1,2,1,0,0,14,8,253,1,0,0
2844,40,9,1,1,503,1,0,14,8,127,3,0,0
2846,59,5,1,1,2516,1,1,14,8,282,1,0,0
2847,48,3,1,2,468,1,0,14,8,220,1,0,0
2848,25,11,2,3,329,1,0,14,8,158,2,0,0
2849,59,1,1,0,259,1,1,14,8,267,2,0,0
2850,49,10,1,1,769,1,0,14,8,257,1,0,0
2851,42,4,1,2,-700,1,0,14,8,110,1,0,0
2854,31,4,1,2,0,0,0,14,8,298,1,0,0
2855,41,1,1,1,-68,1,0,14,8,429,2,0,0
2856,60,9,1,1,2639,1,0,14,8,483,2,0,0
2857,42,0,0,1,1076,1,0,14,8,213,1,0,0
2858,48,1,1,0,584,1,0,14,8,51,1,0,0
2859,43,1,1,1,2706,1,1,14,8,44,1,0,0
2860,47,1,1,0,1294,1,0,14,8,164,2,0,0
2861,40,6,1,0,771,1,0,14,8,166,1,0,0
2862,55,10,0,1,283,1,1,14,8,220,2,0,0
2863,51,4,0,2,482,1,0,14,8,178,1,0,0
2864,54,4,1,2,11,0,0,14,8,452,2,0,0
2866,41,1,1,1,338,1,0,14,8,87,1,0,0
2868,46,0,1,1,3028,1,1,14,8,116,1,0,0
2869,45,2,1,0,2418,1,0,14,8,120,1,0,0
2870,48,1,1,1,1405,1,0,14,8,629,2,0,1
2871,44,7,2,1,0,1,0,14,8,198,1,0,0
2872,47,1,1,1,2775,0,0,14,8,262,1,0,0
2873,49,1,1,1,611,1,1,14,8,179,1,0,0
2874,41,1,1,0,1654,1,0,14,8,35,1,0,0
2875,54,1,1,0,1691,1,0,14,8,156,1,0,0
2876,48,9,1,1,427,0,0,14,8,201,1,0,0
2877,30,1,1,1,938,1,0,14,8,159,1,0,0
2878,45,1,1,0,626,1,0,14,8,68,1,0,0
2879,40,1,1,3,874,0,0,14,8,75,1,0,0
2880,42,1,2,1,24,0,0,14,8,229,1,0,0
2883,47,1,1,0,2,1,1,14,8,164,1,0,0
2884,47,0,1,1,829,1,1,14,8,339,1,0,0
2885,33,1,2,1,164,1,0,14,8,461,1,0,0
2886,54,1,1,1,1765,1,0,14,8,188,1,0,0
2887,46,1,1,1,1733,1,0,14,8,546,1,0,0
2888,53,5,1,0,383,1,0,14,8,171,1,0,0
2889,25,9,2,2,777,1,0,14,8,351,1,0,0
2890,50,4,1,1,0,1,0,14,8,94,4,0,0
2891,40,1,1,1,1522,1,1,14,8,168,2,0,0
2893,41,1,1,1,923,1,0,14,8,249,2,0,0
2894,41,0,1,1,1309,1,0,14,8,568,1,0,0
2895,42,4,1,2,1340,1,0,14,8,299,1,0,0
2896,47,4,1,2,3158,1,0,14,8,282,1,0,0
2898,43,1,1,0,887,1,0,14,8,211,1,0,0
2900,40,0,1,1,1010,1,0,14,8,283,1,0,0
2901,45,1,1,0,246,1,0,14,8,263,1,0,0
2902,54,5,1,1,918,1,0,14,8,189,1,0,0
2903,46,1,1,0,1429,1,0,14,8,91,1,0,0
2904,57,5,0,0,2439,1,0,14,8,32,1,0,0
2905,49,2,1,1,348,1,0,14,8,139,2,0,0
2906,49,0,1,1,387,1,0,14,8,347,1,0,0
2907,41,1,2,0,22,1,0,14,8,152,1,0,0
2909,42,4,2,1,2535,1,0,14,8,339,1,0,0
2910,49,9,1,0,1878,1,0,14,8,267,1,0,0
2911,42,1,1,1,3,1,0,14,8,34,1,0,0
2912,34,10,2,1,9,1,0,14,8,153,2,0,0
2913,47,1,1,0,502,1,0,14,8,28,2,0,0
2915,45,9,1,1,3395,1,0,14,8,215,1,0,0
2916,33,0,2,1,673,1,0,14,8,199,2,0,0
2917,53,1,1,0,600,1,0,14,8,139,1,0,0
2918,43,10,2,0,698,1,0,14,8,322,1,0,0
2919,40,1,0,1,2540,1,0,14,8,189,1,0,0
2920,34,1,1,0,357,1,0,14,8,197,2,0,0
2921,40,9,1,1,782,1,0,14,8,224,2,0,0
2922,41,1,1,0,2097,1,0,14,8,160,1,0,0
2923,44,1,2,3,-101,1,0,14,8,143,1,0,0
2924,57,0,0,0,628,1,1,14,8,191,1,0,0
2927,43,1,0,1,16,1,0,14,8,485,2,0,0
2928,45,1,1,0,1691,1,0,14,8,57,1,0,0
2930,41,1,1,3,1057,1,0,14,8,247,2,0,0
2932,42,0,1,1,-1300,0,0,14,8,89,1,0,0
2933,41,7,1,0,299,1,0,14,8,72,1,0,0
2934,33,9,2,1,189,1,0,14,8,260,1,0,0
2935,56,1,1,1,1412,1,0,14,8,129,1,0,0
2936,49,1,1,0,0,1,0,14,8,151,2,0,0
2937,41,1,1,1,235,1,0,14,8,181,1,0,0
2939,41,9,1,1,1043,1,1,14,8,225,1,0,0
2942,52,2,1,2,618,1,1,14,8,166,2,0,0
2943,40,1,1,1,1313,0,0,14,8,87,1,0,0
2945,28,4,2,2,334,1,0,14,8,438,4,0,0
2946,44,6,0,1,80,1,1,14,8,387,2,0,0
2947,44,9,2,1,-27,1,1,14,8,100,3,0,0
2948,32,1,2,1,2285,1,0,14,8,413,2,0,0
2949,53,4,1,2,193,0,0,14,8,521,2,0,0
2950,41,7,0,1,-198,0,1,14,8,133,1,0,0
2951,57,5,1,2,1180,1,1,14,8,191,2,0,0
2952,42,1,1,0,505,1,0,14,8,521,2,0,0
2954,46,1,1,1,243,1,1,14,8,345,2,0,0
2957,55,6,2,1,2607,1,0,14,8,38,1,0,0
2958,52,1,2,0,2024,1,0,14,8,314,1,0,0
2959,50,4,1,1,0,1,0,14,8,214,1,0,0
2960,57,5,1,1,-222,0,0,14,8,248,2,0,0
2961,28,1,1,1,1238,1,0,14,8,246,1,0,0
2963,40,0,0,1,1000,1,0,14,8,98,1,0,0
2964,56,1,1,1,881,1,0,14,8,225,2,0,0
2965,48,7,0,1,403,1,0,14,8,364,1,0,0
2968,41,2,1,2,221,1,0,14,8,57,2,0,0
2969,43,1,1,1,1109,1,0,14,8,160,2,0,0
2970,40,2,1,1,1416,1,0,14,8,210,2,0,0
2971,40,2,1,1,264,1,0,14,8,222,2,0,0
2973,44,1,1,1,1944,1,0,14,8,222,5,0,0
2974,53,2,1,0,694,1,0,14,8,157,1,0,0
2975,31,4,1,2,303,1,0,14,8,143,1,0,0
2976,50,1,1,1,2087,1,0,14,8,371,1,0,0
2977,53,4,1,2,369,1,1,14,8,161,2,0,0
2978,56,1,0,1,166,1,0,14,8,350,2,0,0
2979,45,9,1,0,718,1,0,14,8,135,1,0,0
2981,33,0,2,1,1613,1,0,14,8,565,1,0,0
2984,34,1,1,1,577,0,0,14,8,337,1,0,0
2985,49,2,1,0,-63,1,0,14,8,416,2,0,0
2986,49,7,1,1,892,0,0,14,8,102,2,0,0
2987,37,0,0,1,-113,1,0,14,8,5,2,0,0
2988,57,9,1,1,3240,1,0,14,8,129,2,0,0
2991,45,10,1,0,1292,1,0,14,8,70,2,0,0
2993,54,4,0,1,155,1,0,14,8,75,1,0,0
2994,46,1,1,0,501,1,0,14,8,230,2,0,0
2995,51,0,1,0,658,1,0,14,8,369,1,0,0
2997,42,1,1,0,329,1,0,14,8,22,4,0,0
2998,60,4,1,0,703,1,0,14,8,378,1,0,0
3000,41,7,1,0,455,1,0,14,8,80,1,0,0
3001,55,1,1,1,831,1,0,14,8,144,1,0,0
3002,46,7,1,1,1757,1,0,14,8,380,4,0,0
3003,54,1,1,1,1480,1,0,14,8,108,1,0,0
3006,35,4,2,2,592,0,1,14,8,192,1,0,0
3007,30,1,1,1,128,1,0,14,8,273,1,0,0
3008,32,4,2,1,160,1,0,14,8,48,1,0,0
3009,35,1,1,0,441,1,0,14,8,8,1,0,0
3011,36,7,1,1,338,0,0,14,8,90,1,0,0
3013,48,9,1,1,638,1,0,14,8,217,1,0,0
3016,32,0,2,1,91,1,0,14,8,302,2,0,0
3017,51,10,1,1,760,1,0,14,8,411,1,0,0
3018,34,1,1,1,683,1,0,14,8,245,2,0,0
3022,25,7,2,1,192,1,0,14,8,232,1,0,0
3023,60,1,1,1,751,1,0,14,8,115,3,0,0
3025,44,0,1,1,447,1,1,14,8,106,5,0,0
3026,26,8,2,1,3096,1,0,14,8,107,1,0,0
3028,29,2,2,2,303,1,0,14,8,180,4,0,0
3029,29,4,2,2,1952,1,0,14,8,354,1,0,0
3030,42,1,1,1,171,1,0,14,8,55,1,0,0
3031,32,1,2,1,116,0,0,14,8,392,1,0,0
3032,37,0,1,1,766,1,0,14,8,123,1,0,0
3033,50,0,0,1,-500,1,0,14,8,148,3,0,0
3034,44,1,1,1,2017,1,0,14,8,74,3,0,0
3036,41,7,1,0,450,1,0,14,8,374,2,0,0
3037,45,0,1,1,-31,1,0,14,8,295,2,0,0
3039,57,9,1,1,629,1,0,14,8,226,2,0,0
3043,58,1,1,0,1406,1,0,14,8,252,3,0,0
3045,30,4,1,2,-328,1,0,14,8,242,5,0,0
3046,47,7,0,1,430,1,1,14,8,335,1,0,0
3048,51,1,1,0,111,1,0,14,8,140,1,0,0
3049,49,3,2,0,1158,1,0,14,8,159,3,0,0
3050,43,7,1,1,823,1,0,14,8,293,3,0,0
3051,41,1,1,0,410,1,0,14,8,85,4,0,0
3052,29,0,2,1,1028,1,0,14,8,343,1,0,0
3053,42,1,1,0,1288,1,0,14,8,295,1,0,0
3054,34,1,2,1,-115,1,0,14,8,360,1,0,0
3055,44,4,1,2,474,1,1,14,8,183,4,0,0
3056,44,7,0,1,2416,1,0,14,8,304,3,0,0
3058,26,1,2,1,277,0,0,14,8,514,2,0,0
3059,28,9,2,1,280,1,0,14,8,142,3,0,0
3060,42,9,1,2,2106,1,1,14,8,162,2,0,0
3061,40,3,0,0,2610,1,0,14,8,301,3,0,0
3062,49,5,1,1,329,1,0,14,8,264,2,0,0
3063,42,0,0,1,1811,1,0,14,8,150,1,0,0
3064,29,0,1,1,387,1,1,14,8,49,1,0,0
3066,42,4,1,3,1333,1,0,14,8,468,2,0,0
3067,45,7,0,1,864,1,0,14,8,183,2,0,0
3068,29,0,2,1,900,1,0,14,8,339,1,0,0
3069,41,9,1,2,744,1,0,14,8,125,1,0,0
3072,41,1,1,0,348,1,0,14,8,423,2,0,0
3073,60,5,1,1,2077,1,0,14,8,163,1,0,0
3074,44,4,1,2,1945,0,0,14,8,191,1,0,0
3075,49,6,2,2,21,1,0,14,8,248,1,0,0
3077,48,9,1,1,1764,1,0,14,8,125,2,0,0
3078,44,0,1,0,248,1,0,14,8,234,1,0,0
3080,31,7,1,1,37,1,0,14,8,546,1,0,0
3081,29,1,1,0,236,1,0,14,8,554,1,0,0
3082,28,8,2,1,246,1,0,14,8,162,4,0,0
3083,43,7,0,1,206,1,0,14,8,436,1,0,0
3084,32,7,1,1,162,1,0,14,8,297,2,0,0
3085,44,9,0,1,976,1,0,14,8,302,2,0,0
3086,42,9,1,1,645,1,1,14,8,349,5,0,0
3087,45,1,1,0,1794,1,0,14,8,174,2,0,0
3088,31,0,2,1,358,1,0,14,8,180,1,0,0
3090,45,1,1,0,532,1,0,14,8,137,2,0,0
3091,27,1,2,1,1150,1,0,14,8,282,1,0,0
3092,55,1,1,0,680,1,0,14,8,321,1,0,0
3093,45,2,1,1,245,1,0,14,8,126,3,0,0
3094,50,10,1,1,-13,1,0,14,8,554,1,0,0
3096,45,0,1,1,137,1,0,14,8,427,1,0,0
3097,51,3,1,0,289,0,0,14,8,97,5,0,0
3098,30,1,2,1,609,1,0,14,8,402,1,0,0
3100,41,1,1,0,574,1,0,14,8,449,2,0,0
3101,30,1,1,0,1480,1,0,14,8,360,2,0,0
3103,29,1,1,1,424,1,1,14,8,241,2,0,0
3104,31,0,1,1,413,1,0,14,8,574,2,0,0
3105,40,9,2,1,277,1,0,14,8,274,2,0,0
3106,41,1,1,1,2157,1,0,14,8,154,2,0,0
3107,43,0,0,1,738,1,0,14,8,71,4,0,0
3108,43,1,1,0,-101,1,0,14,8,122,4,0,0
3109,50,2,1,2,-52,1,0,14,8,166,4,0,0
3110,40,10,0,1,262,1,0,14,8,163,5,0,0
3111,23,1,2,1,-95,1,0,14,8,167,3,0,0
3114,29,1,1,1,294,1,0,14,8,594,2,0,0
3115,46,9,1,1,1465,1,0,14,8,86,2,0,0
3116,31,0,1,1,0,1,0,14,8,40,2,0,0
3119,44,1,1,0,-295,1,0,14,8,303,4,0,0
3121,54,1,1,1,219,1,0,14,8,341,5,0,0
3122,38,9,1,1,1442,1,1,14,8,483,3,0,0
3123,38,1,1,1,360,1,0,14,8,220,2,0,0
3124,40,1,1,1,339,1,0,14,8,234,2,0,0
3125,46,9,1,1,1427,1,0,14,8,32,3,0,0
3126,41,0,2,1,30,1,0,14,8,211,3,0,0
3128,36,0,1,1,402,1,0,14,8,482,2,0,0
3130,49,1,1,0,0,0,0,14,8,370,2,0,0
3131,49,1,1,1,2631,1,0,14,8,76,2,0,0
3132,44,1,1,0,112,1,0,14,8,225,2,0,0
3133,38,0,1,1,664,1,0,14,8,256,2,0,0
3134,44,9,1,1,2626,1,0,14,8,567,3,0,0
3136,42,1,1,0,321,1,0,14,8,147,3,0,0
3137,41,0,1,1,1794,1,0,14,8,135,2,0,0
3138,52,7,1,1,989,1,0,14,8,260,2,0,0
3142,42,1,1,3,1260,1,0,14,8,79,3,0,0
3144,35,9,1,1,94,1,1,14,8,208,5,0,0
3146,57,5,1,0,3401,1,0,14,8,271,2,0,0
3147,46,6,1,1,0,1,1,14,8,166,5,0,0
3148,58,0,1,1,-1196,1,1,14,8,256,4,0,0
3151,47,9,1,1,351,1,0,14,8,367,3,0,0
3152,46,1,2,1,2612,1,0,14,8,414,2,0,0
3153,47,1,0,0,556,1,0,14,8,227,4,0,0
3154,49,1,0,0,380,1,0,14,8,349,2,0,0
3155,49,1,1,0,953,1,0,14,8,278,2,0,0
3156,26,1,2,1,786,1,1,14,8,103,5,0,0
3157,52,4,1,2,601,1,0,14,8,249,2,0,0
3158,47,4,1,1,651,1,0,14,8,143,3,0,0
3159,43,9,2,1,0,1,0,14,8,37,3,0,0
3160,20,8,2,2,79,1,0,14,8,168,3,0,0
3161,43,7,1,1,0,1,0,14,8,260,3,0,0
3163,40,6,1,0,422,1,0,14,8,187,3,0,0
3164,52,9,1,1,598,0,0,14,8,266,2,0,0
3165,43,9,0,2,123,0,0,14,8,279,2,0,0
3166,55,4,1,2,0,1,0,14,8,159,2,0,0
3167,41,2,1,1,718,1,0,14,8,318,2,0,0
3168,36,1,1,1,-406,1,1,14,8,104,3,0,0
3171,41,4,1,2,1132,0,0,15,8,95,4,0,0
3172,56,7,1,1,1121,1,0,15,8,176,2,0,0
3173,44,1,1,0,3407,1,0,15,8,179,2,0,0
3174,45,1,1,1,827,1,0,15,8,319,5,0,0
3175,43,5,1,0,471,0,1,15,8,114,2,0,0
3176,50,9,1,2,2938,1,0,15,8,170,5,0,0
3177,26,1,1,0,-219,1,1,15,8,311,5,0,0
3178,34,7,2,1,719,1,0,15,8,362,3,0,0
3180,32,4,2,2,0,1,0,15,8,86,4,0,0
3181,46,7,1,1,74,1,0,15,8,101,4,0,0
3182,58,4,1,2,44,1,0,15,8,288,2,0,0
3183,54,2,1,1,52,1,0,15,8,44,3,0,0
3185,42,4,1,0,860,1,0,15,8,90,3,0,0
3187,50,1,1,1,95,1,0,15,8,468,5,0,0
3188,50,4,1,2,-516,1,0,15,8,226,2,0,0
3192,42,0,1,1,2918,1,0,15,8,349,2,0,0
3195,50,4,1,2,-143,1,0,15,8,305,3,0,0
3196,52,9,0,0,1500,0,0,15,8,148,3,0,0
3198,57,4,1,2,2440,1,0,15,8,391,2,0,0
3199,49,0,2,1,2040,1,0,15,8,204,1,0,0
3200,30,4,1,1,678,1,0,15,8,236,4,0,0
3202,41,3,1,0,3291,1,0,15,8,125,4,0,0
3203,47,7,1,1,543,1,0,15,8,141,1,0,0
3206,46,7,1,1,3269,1,0,15,8,366,1,0,0
3207,53,2,1,2,420,1,0,15,8,100,1,0,0
3208,51,5,1,1,0,0,0,15,8,70,1,0,0
3209,47,9,1,1,201,1,0,15,8,254,1,0,0
3210,60,5,1,1,2537,1,1,15,8,230,1,0,0
3211,47,4,0,2,107,0,0,15,8,246,1,0,0
3215,53,5,1,2,183,1,0,15,8,73,1,0,0
3216,54,9,1,2,2883,1,1,15,8,12,3,0,0
3217,46,0,0,1,2515,1,1,15,8,65,1,0,0
3218,48,0,0,1,1108,1,0,15,8,420,1,0,0
3219,43,5,1,1,56,1,1,15,8,259,1,0,0
3220,42,10,1,2,1270,1,0,15,8,192,1,0,0
3221,56,5,1,1,1894,1,0,15,8,189,1,0,0
3222,48,7,0,1,0,1,1,15,8,263,1,0,0
3223,45,1,1,0,2217,1,0,15,8,126,1,0,0
3226,42,9,2,2,2157,1,1,15,8,260,1,0,0
3227,44,4,1,2,1033,1,0,15,8,71,1,0,0
3229,57,4,1,1,3381,1,0,15,8,75,1,0,0
3230,42,9,2,1,1882,1,0,15,8,87,1,0,0
3231,58,7,1,1,0,1,0,15,8,183,5,0,0
3232,40,7,0,1,1927,1,0,15,8,62,1,0,0
3234,46,4,2,1,244,1,0,15,8,244,1,0,0
3235,54,9,0,1,1705,1,0,15,8,367,2,0,0
3236,60,2,1,2,1164,1,0,15,8,325,1,0,0
3238,43,1,1,0,1620,1,0,15,8,121,1,0,0
3239,41,6,1,1,149,1,0,15,8,27,1,0,0
3240,60,5,0,1,2479,1,1,15,8,157,1,0,0
3242,48,1,1,1,1913,1,0,15,8,115,1,0,0
3243,41,1,0,0,1563,1,0,15,8,112,1,0,0
3244,50,1,2,1,708,1,0,15,8,104,1,0,0
3245,41,1,1,0,1172,1,0,15,8,153,1,0,0
3246,60,5,1,1,2086,1,0,15,8,182,2,0,0
3247,54,1,1,1,524,1,0,15,8,55,1,0,0
3248,49,2,1,2,221,1,0,15,8,305,1,0,0
3249,47,4,1,0,52,1,1,15,8,140,1,0,0
3250,36,1,2,1,-175,1,0,15,8,180,2,0,0
3252,49,0,1,1,1530,1,0,15,8,173,1,0,0
3253,47,1,1,0,-100,1,0,15,8,374,1,0,0
3254,46,0,1,1,1934,0,1,15,8,240,1,0,0
3256,44,2,1,0,276,1,1,15,8,219,1,0,0
3257,52,1,0,0,1758,1,0,15,8,41,1,0,0
3259,43,1,1,1,960,1,0,15,8,436,1,0,0
3260,45,1,1,0,959,1,0,15,8,463,1,0,0
3261,42,1,2,1,1306,1,0,15,8,265,1,0,0
3262,50,9,1,1,892,1,1,15,8,234,1,0,0
3264,50,1,1,3,605,1,0,15,8,200,1,0,0
3266,46,1,1,1,1004,1,0,15,8,34,1,0,0
3267,44,1,2,0,116,1,0,15,8,160,1,0,0
3268,52,0,1,1,225,1,0,15,8,167,1,0,0
3269,55,7,1,1,697,1,0,15,8,206,1,0,0
3270,44,1,1,0,2467,1,0,15,8,36,1,0,0
3271,46,7,1,1,523,0,0,15,8,504,3,0,0
3272,47,0,0,1,106,1,0,15,8,303,1,0,0
3273,40,1,0,1,793,1,0,15,8,109,1,0,0
3274,48,1,1,0,1757,1,0,15,8,90,1,0,0
3275,34,3,1,0,87,1,0,15,8,139,2,0,0
3276,46,1,0,1,1480,1,0,15,8,257,1,0,0
3277,43,10,1,0,960,1,1,15,8,241,2,0,0
3278,40,1,1,0,2651,1,0,15,8,94,1,0,0
3280,57,5,1,0,3123,1,0,15,8,178,1,0,0
3281,54,1,1,0,950,1,0,15,8,285,2,0,0
3283,41,7,1,1,957,1,0,15,8,326,4,0,0
3284,47,7,1,1,3216,1,0,15,8,451,2,0,0
3286,50,1,1,0,2212,1,0,15,8,116,1,0,0
3287,40,1,1,0,409,1,0,15,8,191,1,0,0
3288,47,1,1,0,-1385,1,1,15,8,77,1,0,0
3290,47,0,1,1,2354,1,0,15,8,303,1,0,0
3291,44,1,1,1,560,1,0,15,8,80,1,0,0
3295,40,2,1,1,0,1,1,15,8,435,1,0,0
3296,60,2,0,1,80,1,0,15,8,397,1,0,0
3297,45,2,1,0,1953,1,0,15,8,95,3,0,0
3298,57,1,1,1,2192,0,0,15,8,208,2,0,0
3299,45,1,1,0,1992,1,0,15,8,163,1,0,0
3300,44,1,1,3,146,1,0,15,8,483,1,0,1
3301,21,7,1,1,0,1,1,15,8,168,5,0,0
3302,42,4,2,2,2124,1,0,15,8,161,3,0,0
3304,57,2,1,1,1037,1,1,15,8,112,1,0,0
3305,53,0,0,1,-394,1,0,15,8,599,2,0,0
3309,44,4,1,2,2400,1,0,15,8,74,1,0,0
3310,56,5,1,1,1678,1,0,15,8,79,1,0,0
3311,46,9,0,2,405,1,0,15,8,231,1,0,0
3313,42,1,1,0,666,1,0,15,8,202,3,0,0
3315,56,5,1,1,344,1,0,15,8,221,1,0,0
3316,44,1,2,1,641,0,0,15,8,257,1,0,0
3317,54,2,1,1,653,1,0,15,8,352,1,0,0
3318,51,6,0,1,154,1,0,15,8,285,1,0,0
3319,49,1,2,0,3018,1,0,15,8,93,1,0,0
3320,45,0,0,1,660,1,0,15,8,71,2,0,0
3321,58,5,1,2,2577,1,1,15,8,290,3,0,0
3323,42,9,1,1,1865,1,0,15,8,164,1,0,0
3324,49,11,1,0,341,1,1,15,8,520,2,0,1
3325,53,0,2,1,1178,1,0,15,8,295,2,0,0
3326,50,7,2,1,516,1,0,15,8,187,1,0,0
3328,26,1,1,1,800,1,0,15,8,219,1,0,0
3329,46,4,1,2,1217,1,0,15,8,236,1,0,0
3332,42,1,1,1,597,1,0,15,8,124,1,0,0
3333,42,4,1,2,9,1,0,15,8,98,3,0,0
3335,60,5,1,2,1224,1,0,15,8,120,1,0,0
3336,49,1,2,0,2623,1,0,15,8,291,2,0,0
3338,45,1,1,1,953,1,0,15,8,417,3,0,0
3339,40,1,1,0,1061,1,0,15,8,191,4,0,0
3340,60,0,0,1,3020,1,0,15,8,131,1,0,0
3341,42,1,1,0,3405,1,0,15,8,221,2,0,0
3342,60,5,1,1,0,1,0,15,8,229,1,0,0
3343,60,5,1,1,-208,1,0,15,8,104,1,0,0
3344,41,1,1,0,849,1,0,15,8,72,1,0,0
3346,23,9,2,1,76,1,0,15,8,23,1,0,0
3347,46,1,1,0,346,1,0,15,8,402,1,0,0
3348,44,7,1,1,-22,1,0,15,8,37,1,0,0
3349,29,1,2,1,874,1,0,15,8,68,5,0,0
3350,34,1,1,1,298,1,0,15,8,182,1,0,0
3352,50,4,1,2,101,1,0,15,8,348,1,0,0
3353,60,0,1,3,2667,1,0,15,8,140,1,0,0
3354,49,1,1,1,2219,1,0,15,8,51,2,0,0
3356,54,1,1,0,2933,1,0,15,8,144,2,0,0
3357,42,1,1,0,-181,1,0,15,8,297,3,0,0
3359,47,7,1,1,2796,1,0,15,8,57,2,0,0
3361,47,0,2,2,1192,1,0,15,8,217,2,0,0
3362,41,9,1,1,665,1,0,15,8,74,1,0,0
3363,57,5,1,1,703,1,0,15,8,405,2,0,0
3365,44,1,1,1,1786,1,0,15,8,452,2,0,0
3366,35,2,2,2,-68,1,1,15,8,203,4,0,0
3368,28,8,2,1,0,1,0,15,8,133,3,0,0
3369,55,0,1,1,1105,1,1,15,8,94,1,0,0
3372,35,4,1,2,6,1,1,15,8,136,1,0,0
3374,25,4,2,2,6,1,1,15,8,225,1,0,0
3375,43,9,1,1,78,1,0,15,8,80,1,0,0
3376,29,7,2,1,20,1,0,15,8,431,1,0,0
3377,46,1,2,0,87,0,0,15,8,78,1,0,0
3378,41,0,1,0,-306,1,0,15,8,500,1,0,1
3379,60,5,1,3,79,1,0,15,8,301,1,0,0
3380,47,1,1,0,0,1,0,15,8,30,1,0,0
3381,60,5,1,0,751,1,0,15,8,133,1,0,0
3382,33,1,1,0,0,1,0,15,8,270,1,0,0
